Employee ID,Employee Name,Department,Seller Rating (1–5),Avg Response Time (mins),Resolved Tickets,Unresolved Tickets,Customer Satisfaction Score (1–10),Shift,Attendance %,Sales Closed,Target Achievement %,Date
EMP03810,Darshit Bhakta,Sales,1.3,27.3,31,2,2.7,Night,85.43,19,90.27,2024-11-27
EMP03811,Devansh Lad,Sales,1.3,30.41,23,6,7.7,Night,83.93,8,70.78,2025-02-13
EMP03812,Himmat Borde,Logistics,3.7,84.55,24,3,6.2,Night,89.99,15,74.48,2024-11-07
EMP03813,Yakshit Tripathi,Sales,5.0,38.96,30,2,8.8,Night,89.36,10,97.78,2025-01-08
EMP03814,Vihaan Char,Sales,3.4,85.08,27,4,4.9,Night,89.64,17,103.39,2025-04-07
EMP03815,Darshit Jain,Logistics,1.0,51.49,23,5,7.0,Day,74.98,17,54.05,2025-04-05
EMP03816,Chirag Doctor,Customer Support,2.2,61.72,43,5,3.6,Night,86.91,15,111.97,2025-04-27
EMP03817,Vanya Garg,Logistics,1.4,53.53,31,3,4.2,Day,97.27,17,92.44,2025-01-24
EMP03818,Divyansh Datta,Customer Support,2.0,82.68,36,8,7.9,Day,79.62,20,105.62,2025-02-15
EMP03819,Shaan Badal,Sales,4.0,60.45,39,8,2.6,Night,79.35,15,80.33,2025-02-25
EMP03820,Mohanlal Bhattacharyya,Sales,2.6,96.09,28,4,8.9,Day,86.08,20,82.97,2025-01-22
EMP03821,Rhea Dixit,Customer Support,2.0,70.25,37,7,3.7,Night,71.74,10,90.21,2025-04-10
EMP03822,Biju Karan,Sales,2.6,98.98,33,5,4.2,Night,81.72,15,52.08,2025-02-03
EMP03823,Amani Bir,Logistics,2.5,71.18,39,9,5.9,Day,91.24,21,116.69,2025-04-08
EMP03824,Vivaan Barad,Sales,1.9,62.93,36,5,3.9,Day,94.24,13,115.96,2024-11-14
EMP03825,Tarini Deep,Sales,1.5,42.5,27,2,5.1,Day,72.95,15,98.42,2025-02-04
EMP03826,Hansh Bansal,Customer Support,4.2,72.68,32,4,3.9,Day,97.21,23,86.97,2024-11-26
EMP03827,Devansh Chandran,Sales,3.7,73.24,28,6,8.9,Night,89.47,16,60.6,2025-01-11
EMP03828,Sumer Gokhale,Sales,2.1,15.39,42,6,2.2,Day,73.37,17,83.06,2024-11-22
EMP03829,Anika Sridhar,Customer Support,1.3,15.42,41,2,4.8,Night,95.31,15,116.81,2025-03-20
EMP03830,Tiya De,Customer Support,3.8,17.17,41,4,2.9,Night,98.45,15,72.79,2024-11-07
EMP03831,Gokul Kunda,Sales,1.8,48.03,34,6,2.5,Night,76.01,15,68.67,2024-11-21
EMP03832,Charvi Dara,Sales,3.6,106.65,38,3,9.8,Day,96.76,17,62.84,2024-11-21
EMP03833,Jiya Vohra,Sales,2.7,108.46,24,5,4.0,Day,76.63,8,57.41,2025-03-11
EMP03834,Aarna Sama,Customer Support,2.2,43.05,26,6,4.8,Day,82.57,7,65.24,2025-01-28
EMP03835,Zara Mallick,Logistics,1.9,34.4,18,0,4.7,Night,85.45,9,67.75,2025-02-15
EMP03836,Inaaya  Bhalla,Customer Support,1.9,5.76,26,4,7.3,Day,72.46,19,63.79,2025-02-11
EMP03837,Nayantara Deshpande,Sales,1.4,29.39,36,7,9.9,Night,89.2,13,92.26,2024-11-17
EMP03838,Trisha Dhillon,Sales,4.8,43.15,26,5,3.0,Day,96.4,19,108.32,2024-11-16
EMP03839,Aarav Mall,Sales,2.3,111.98,32,1,8.5,Day,82.1,16,91.38,2024-12-09
EMP03840,Ishita Buch,Customer Support,4.9,13.98,24,4,5.0,Day,76.62,12,113.25,2024-11-21
EMP03841,Ehsaan Kumar,Customer Support,2.4,9.23,23,8,9.6,Day,83.07,18,68.56,2025-01-11
EMP03842,Jhanvi Kala,Customer Support,5.0,27.48,33,2,2.4,Night,95.27,15,111.1,2024-11-05
EMP03843,Faiyaz Soni,Customer Support,3.0,96.65,32,4,8.1,Day,93.34,12,57.92,2025-04-01
EMP03844,Mohanlal Mander,Customer Support,1.2,65.04,22,2,6.0,Night,89.67,14,83.77,2024-11-14
EMP03845,Madhav Suri,Customer Support,2.4,71.73,25,6,8.3,Night,73.92,9,96.08,2025-03-20
EMP03846,Nishith Kanda,Customer Support,4.4,53.34,27,3,6.6,Day,75.65,10,108.35,2024-12-08
EMP03847,Reyansh Shah,Sales,1.7,88.21,28,5,4.1,Night,74.72,12,111.86,2025-02-16
EMP03848,Lagan Lad,Logistics,3.0,74.46,35,5,8.7,Day,78.38,19,50.1,2025-04-01
EMP03849,Nayantara Bhavsar,Customer Support,4.4,37.24,32,2,5.4,Night,97.59,11,69.92,2025-02-07
EMP03850,Sumer Guha,Sales,4.5,95.97,23,5,9.3,Night,86.62,13,101.78,2025-01-24
EMP03851,Aarna Ramaswamy,Logistics,2.2,33.51,29,8,4.2,Night,95.8,13,72.55,2024-11-05
EMP03852,Onkar Kohli,Logistics,1.0,115.92,32,1,5.8,Night,94.67,13,108.87,2024-11-15
EMP03853,Lagan Chowdhury,Sales,3.0,104.56,26,4,8.8,Day,80.92,17,74.51,2025-03-01
EMP03854,Sahil Chokshi,Customer Support,4.2,63.92,34,8,7.7,Day,84.25,13,72.66,2025-01-22
EMP03855,Samaira Konda,Sales,1.9,113.17,42,5,1.3,Day,94.55,20,66.28,2025-04-02
EMP03856,Diya Bhakta,Customer Support,1.6,11.6,27,7,4.2,Night,78.72,10,112.9,2024-12-12
EMP03857,Misha Kale,Customer Support,2.6,21.87,39,11,2.5,Night,78.33,9,50.85,2024-11-10
EMP03858,Riya Grewal,Sales,2.2,95.86,35,4,1.7,Day,93.03,16,118.65,2025-04-03
EMP03859,Faiyaz De,Customer Support,2.0,62.86,26,9,1.0,Night,74.39,24,68.76,2025-04-05
EMP03860,Azad Mangat,Sales,4.4,84.14,37,3,5.8,Day,82.96,19,97.22,2024-12-30
EMP03861,Kiaan Banik,Sales,1.6,52.19,32,4,3.4,Night,74.05,11,113.87,2025-03-22
EMP03862,Ela Bansal,Sales,1.3,49.08,29,1,2.6,Day,94.13,17,96.85,2024-12-19
EMP03863,Elakshi Sood,Logistics,1.6,99.77,32,5,4.1,Day,73.86,13,89.05,2025-04-19
EMP03864,Bhavin Contractor,Customer Support,3.0,93.6,36,3,3.3,Day,71.3,10,88.22,2025-01-05
EMP03865,Neysa Dalal,Sales,4.7,31.63,27,2,9.9,Day,93.84,18,92.21,2024-12-23
EMP03866,Vivaan Kota,Logistics,1.6,47.4,19,7,5.2,Night,75.11,19,74.04,2024-11-13
EMP03867,Advik Varghese,Logistics,4.6,83.2,36,6,3.6,Day,79.59,18,103.37,2025-03-30
EMP03868,Manikya Golla,Logistics,4.5,57.17,27,2,5.4,Night,83.58,12,86.88,2025-03-11
EMP03869,Taran Kunda,Logistics,2.7,28.77,21,6,3.0,Night,76.77,17,106.49,2025-04-23
EMP03870,Zara Dora,Sales,4.8,58.6,30,6,3.6,Day,86.04,22,51.4,2024-11-02
EMP03871,Anay Ramakrishnan,Logistics,2.7,41.59,33,6,8.0,Night,95.42,12,78.38,2025-01-10
EMP03872,Vedika Chad,Logistics,1.9,37.23,27,7,1.4,Night,77.04,16,95.12,2025-03-19
EMP03873,Darshit Gole,Sales,4.3,4.87,41,4,6.0,Night,81.34,15,77.34,2025-01-31
EMP03874,Aarush Manne,Sales,3.1,80.75,27,3,4.7,Night,89.39,12,119.93,2024-11-01
EMP03875,Tushar Sandal,Logistics,3.1,88.25,32,4,2.0,Night,95.01,12,74.12,2025-04-26
EMP03876,Yasmin Ramanathan,Sales,3.4,31.75,31,6,1.5,Night,87.94,7,97.92,2025-01-16
EMP03877,Ivana Bhatt,Customer Support,1.1,117.29,33,6,1.1,Night,70.18,15,112.64,2025-04-26
EMP03878,Dhanush Sani,Logistics,1.4,118.05,28,5,3.9,Night,86.87,17,95.81,2025-04-29
EMP03879,Biju Johal,Customer Support,1.1,112.76,22,5,4.9,Night,87.96,18,74.76,2025-04-24
EMP03880,Amani Lal,Customer Support,2.9,16.45,28,4,4.6,Night,92.32,18,63.87,2025-04-03
EMP03881,Ryan Kari,Customer Support,2.6,106.39,36,4,7.3,Day,90.64,15,76.16,2025-01-31
EMP03882,Lakshit Vohra,Customer Support,4.9,40.27,20,5,7.2,Day,83.08,14,109.16,2025-02-08
EMP03883,Kimaya Tella,Logistics,3.9,19.32,25,7,8.2,Night,84.17,15,89.99,2025-01-17
EMP03884,Taran Dey,Sales,4.0,70.26,35,5,3.2,Day,83.47,14,110.63,2025-04-23
EMP03885,Ahana  Tiwari,Sales,2.1,14.08,28,3,6.4,Night,79.57,9,63.85,2025-02-18
EMP03886,Anaya Iyengar,Customer Support,3.6,46.18,22,3,2.3,Night,92.81,10,113.78,2024-11-05
EMP03887,Yasmin Khurana,Logistics,1.5,29.39,23,7,2.5,Night,90.68,21,85.61,2025-02-03
EMP03888,Vidur Mallick,Logistics,2.9,64.45,40,4,8.7,Day,78.34,10,105.72,2024-12-10
EMP03889,Shamik Bhakta,Logistics,3.9,69.9,22,4,9.3,Night,94.49,26,66.24,2025-02-15
EMP03890,Samaira Gopal,Customer Support,4.3,77.77,37,2,8.8,Day,93.3,15,82.32,2024-12-31
EMP03891,Aradhya Lata,Customer Support,4.2,54.42,29,3,7.6,Day,97.4,14,101.06,2025-03-20
EMP03892,Fateh Golla,Logistics,1.5,45.81,39,6,1.1,Day,83.95,10,69.15,2025-02-08
EMP03893,Adah Butala,Logistics,2.5,61.0,19,2,3.0,Night,82.7,16,57.8,2024-11-10
EMP03894,Vedika Balay,Customer Support,2.3,48.42,31,8,1.6,Night,70.8,15,53.35,2025-03-12
EMP03895,Manikya Uppal,Sales,3.2,115.34,32,3,2.3,Day,92.5,19,112.8,2025-04-05
EMP03896,Eshani Barman,Logistics,2.3,112.41,25,2,2.9,Night,72.15,18,98.97,2025-04-23
EMP03897,Tarini Golla,Logistics,2.9,67.02,36,6,9.2,Night,85.53,16,91.59,2024-12-29
EMP03898,Samaira Shanker,Sales,2.2,51.25,27,3,4.9,Day,82.52,15,80.0,2025-01-21
EMP03899,Jivika Krishna,Customer Support,2.1,55.36,24,6,3.3,Day,97.74,8,56.52,2024-10-31
EMP03900,Shalv Bumb,Customer Support,1.7,118.68,34,7,9.9,Night,79.51,13,80.91,2024-12-21
EMP03901,Indrajit Taneja,Logistics,2.4,37.57,39,8,9.7,Night,86.26,11,78.84,2025-04-22
EMP03902,Adira Rege,Logistics,2.0,55.41,30,8,3.5,Day,91.96,13,118.5,2025-02-18
EMP03903,Shalv Bhat,Logistics,2.2,69.25,31,4,5.0,Night,79.5,11,52.25,2025-01-23
EMP03904,Yashvi Devan,Customer Support,2.4,11.04,28,1,3.3,Day,84.1,21,109.34,2025-02-01
EMP03905,Siya Garg,Sales,1.4,48.27,26,4,7.1,Day,78.83,18,53.85,2024-10-30
EMP03906,Hridaan Ray,Sales,1.6,31.26,33,6,8.2,Night,73.16,22,119.39,2025-02-20
EMP03907,Raghav Bhattacharyya,Customer Support,1.8,68.25,28,6,4.4,Night,81.78,10,79.13,2024-12-16
EMP03908,Elakshi Majumdar,Customer Support,3.3,34.06,43,8,8.8,Day,88.23,13,68.4,2025-01-08
EMP03909,Nakul Gulati,Logistics,2.7,56.25,22,4,1.9,Night,92.13,11,89.34,2025-02-18
EMP03910,Hunar Sachdeva,Customer Support,1.1,62.28,29,5,2.2,Night,96.24,14,107.86,2025-03-19
EMP03911,Pihu Khosla,Logistics,4.9,36.69,23,5,5.7,Night,74.54,14,72.96,2025-04-25
EMP03912,Navya Kamdar,Logistics,2.5,90.4,36,4,3.0,Day,73.65,17,58.6,2025-02-26
EMP03913,Vivaan Karpe,Customer Support,2.8,13.07,32,7,9.1,Day,80.59,18,92.28,2024-11-08
EMP03914,Oorja Sani,Logistics,1.9,20.37,25,5,3.2,Day,93.68,16,105.48,2024-10-31
EMP03915,Trisha Soman,Logistics,2.6,4.34,28,3,5.9,Day,77.65,15,75.38,2025-02-28
EMP03916,Kashvi Bhattacharyya,Customer Support,2.6,13.16,29,0,2.2,Day,85.6,18,76.3,2025-02-02
EMP03917,Vardaniya Chahal,Customer Support,2.6,35.27,38,5,6.3,Day,79.61,18,96.4,2025-03-05
EMP03918,Jayan Rajagopalan,Customer Support,1.3,14.51,35,4,4.8,Day,71.85,19,113.59,2025-03-04
EMP03919,Saira Bassi,Customer Support,4.5,53.06,33,4,10.0,Day,82.5,13,55.58,2025-03-21
EMP03920,Armaan Banerjee,Customer Support,1.1,31.65,25,1,3.1,Day,75.83,23,57.19,2024-12-21
EMP03921,Stuvan Golla,Logistics,3.7,63.63,27,10,8.6,Night,92.71,6,65.71,2025-01-17
EMP03922,Vedika Kadakia,Sales,1.7,78.5,32,6,4.9,Day,97.83,18,113.91,2025-02-04
EMP03923,Bhavin Kalla,Customer Support,4.8,114.86,24,8,5.0,Day,91.33,12,52.26,2025-01-01
EMP03924,Eshani Dass,Customer Support,2.1,114.62,26,5,4.7,Day,82.75,9,104.64,2025-01-06
EMP03925,Krish Sant,Logistics,2.3,86.19,48,3,6.7,Day,76.92,13,118.56,2024-11-07
EMP03926,Arnav Sabharwal,Logistics,3.2,79.77,27,3,3.9,Day,76.19,13,117.85,2025-03-30
EMP03927,Indrans Atwal,Logistics,3.3,58.07,31,6,8.5,Night,97.67,21,52.53,2025-03-08
EMP03928,Tushar Sen,Sales,3.2,81.88,34,7,6.0,Day,90.33,18,83.1,2025-01-09
EMP03929,Rohan Chaudhuri,Sales,1.7,103.18,31,7,7.8,Night,93.91,15,73.8,2025-04-11
EMP03930,Hiran Kanda,Logistics,2.6,113.04,25,4,1.3,Day,81.58,16,86.9,2025-02-13
EMP03931,Gatik Kothari,Sales,1.9,94.13,27,9,2.5,Night,98.16,13,79.55,2025-04-06
EMP03932,Tushar Lall,Customer Support,1.3,96.45,37,2,7.6,Day,77.58,15,99.49,2025-01-27
EMP03933,Kabir Cherian,Customer Support,2.0,27.84,27,3,5.6,Day,74.93,14,64.36,2025-02-23
EMP03934,Akarsh Goel,Logistics,3.5,105.22,32,6,5.8,Day,70.25,15,113.28,2024-12-31
EMP03935,Navya Vyas,Customer Support,2.5,91.02,33,5,1.1,Night,76.29,14,115.01,2024-12-28
EMP03936,Aradhya Ravi,Customer Support,4.6,41.11,36,3,1.9,Day,96.04,14,111.99,2025-03-01
EMP03937,Purab Krishnamurthy,Logistics,3.5,18.37,30,9,4.8,Night,93.51,22,102.81,2024-12-26
EMP03938,Purab Kale,Customer Support,2.5,28.08,26,7,6.6,Night,87.1,13,54.95,2024-11-15
EMP03939,Urvi Dora,Logistics,4.8,15.26,40,3,1.3,Day,97.96,6,55.58,2025-03-02
EMP03940,Veer Balan,Logistics,4.5,49.59,29,2,7.0,Night,93.49,12,90.01,2025-04-12
EMP03941,Rohan Choudhry,Sales,2.7,119.05,30,6,7.2,Day,76.69,21,54.47,2025-04-17
EMP03942,Piya Kibe,Customer Support,4.1,22.91,35,6,3.7,Night,89.23,16,82.7,2025-01-07
EMP03943,Azad Tandon,Logistics,3.7,60.57,33,5,9.1,Day,85.29,8,93.84,2025-01-28
EMP03944,Inaaya  Edwin,Customer Support,2.9,6.32,28,6,7.7,Day,90.91,14,97.92,2025-03-29
EMP03945,Romil Das,Customer Support,3.4,105.7,28,4,2.2,Night,99.71,16,114.14,2025-01-05
EMP03946,Keya Sami,Customer Support,3.3,101.14,34,3,4.4,Night,95.27,7,56.22,2024-12-29
EMP03947,Renee Jayaraman,Customer Support,1.9,3.05,44,14,2.7,Day,71.99,11,116.91,2024-12-17
EMP03948,Navya Dayal,Sales,1.8,35.39,31,4,6.0,Night,95.93,12,99.81,2024-11-09
EMP03949,Akarsh Dhaliwal,Customer Support,3.6,59.68,31,4,2.0,Day,79.12,13,87.96,2025-01-02
EMP03950,Ayesha Grewal,Customer Support,2.4,50.0,28,3,2.0,Day,93.8,8,90.58,2024-12-06
EMP03951,Farhan Sachdev,Customer Support,1.2,78.61,33,3,7.1,Day,81.97,14,50.5,2024-12-07
EMP03952,Faiyaz Lanka,Logistics,4.0,40.57,32,4,6.4,Night,88.91,9,84.71,2024-12-06
EMP03953,Arhaan Swamy,Logistics,2.1,11.37,20,5,5.6,Night,97.06,14,60.58,2024-11-25
EMP03954,Alisha Dave,Sales,4.5,95.31,39,5,1.5,Night,96.82,21,77.73,2025-04-18
EMP03955,Mamooty Chada,Sales,1.2,90.83,35,7,1.3,Night,91.32,12,104.52,2025-03-26
EMP03956,Aayush Dugar,Sales,3.2,46.29,29,4,2.5,Day,81.23,15,58.31,2025-01-23
EMP03957,Badal Taneja,Sales,1.8,14.26,30,5,9.8,Night,75.2,17,119.84,2024-11-11
EMP03958,Rhea Tank,Sales,2.7,38.06,39,1,6.5,Night,94.74,15,102.77,2025-03-25
EMP03959,Veer Sabharwal,Customer Support,2.5,96.86,25,10,2.9,Day,74.53,18,102.03,2025-03-31
EMP03960,Adah Babu,Logistics,2.9,70.98,28,9,2.6,Day,96.81,13,110.63,2024-11-20
EMP03961,Nitya Varughese,Customer Support,3.4,33.66,37,6,7.0,Night,94.42,19,66.51,2025-02-25
EMP03962,Mehul Basak,Logistics,2.8,7.49,27,4,9.9,Night,70.57,8,113.32,2024-11-28
EMP03963,Riaan Luthra,Sales,3.6,104.18,36,7,5.2,Night,99.07,19,85.17,2024-12-29
EMP03964,Inaaya  Srivastava,Customer Support,1.9,32.12,39,7,2.7,Day,97.62,11,77.78,2024-11-09
EMP03965,Nehmat Bhattacharyya,Sales,2.8,51.41,26,6,6.4,Day,79.61,9,77.58,2025-03-28
EMP03966,Shalv Baria,Logistics,1.2,46.64,26,4,6.0,Night,90.79,18,83.79,2024-12-05
EMP03967,Samaira Ravi,Logistics,3.1,70.52,32,6,1.9,Day,71.56,13,88.98,2024-12-11
EMP03968,Aaryahi Bajwa,Logistics,2.7,50.56,33,6,5.7,Day,86.82,16,69.04,2025-03-15
EMP03969,Tushar Ahluwalia,Logistics,3.6,102.42,29,7,4.5,Night,76.9,19,81.45,2024-12-23
EMP03970,Dharmajan Gandhi,Sales,1.7,41.67,28,4,8.8,Night,92.41,18,57.72,2025-01-22
EMP03971,Nirvi Bahl,Sales,2.1,85.56,32,2,3.2,Day,87.42,20,78.13,2025-02-19
EMP03972,Zara Aurora,Customer Support,3.7,12.08,23,6,1.9,Day,77.69,17,66.36,2025-04-17
EMP03973,Reyansh Doshi,Sales,2.4,22.58,25,8,2.8,Day,98.21,18,63.95,2024-12-21
EMP03974,Amira Bhagat,Logistics,4.6,69.6,35,7,4.2,Day,88.12,15,53.24,2024-11-04
EMP03975,Ryan Chaudry,Customer Support,1.6,12.97,32,3,4.9,Day,92.43,12,119.64,2025-03-03
EMP03976,Arhaan Wali,Sales,3.8,46.17,26,5,1.4,Day,98.02,5,112.9,2025-02-04
EMP03977,Kismat Rajan,Sales,1.6,108.48,30,4,7.1,Day,84.02,13,57.93,2025-01-21
EMP03978,Adira Tata,Customer Support,2.4,33.54,27,3,1.4,Day,70.99,16,74.88,2025-03-12
EMP03979,Alisha Rau,Customer Support,1.5,45.09,28,1,8.7,Day,73.81,17,105.85,2025-04-11
EMP03980,Abram Suresh,Logistics,2.9,38.42,33,8,3.2,Day,71.43,16,77.6,2025-02-07
EMP03981,Divit Vohra,Customer Support,3.8,49.43,30,4,9.2,Night,91.47,15,75.47,2025-04-24
EMP03982,Inaaya  Bajaj,Sales,1.9,109.01,29,3,4.0,Day,99.6,22,77.79,2025-04-14
EMP03983,Neysa Dora,Customer Support,5.0,15.26,31,2,5.0,Day,72.95,14,100.89,2024-11-25
EMP03984,Drishya Tripathi,Sales,2.2,9.79,30,2,3.6,Night,79.11,11,104.89,2025-03-16
EMP03985,Onkar Wagle,Sales,3.6,8.66,29,6,1.4,Night,73.82,13,84.74,2025-03-27
EMP03986,Purab Srinivasan,Logistics,2.3,118.14,32,4,5.0,Day,92.66,16,100.51,2024-12-29
EMP03987,Arnav Jayaraman,Customer Support,2.2,93.12,34,8,5.9,Day,71.43,23,89.76,2025-03-15
EMP03988,Hrishita Bumb,Logistics,2.0,84.56,30,6,1.0,Night,87.19,14,103.24,2024-12-30
EMP03989,Rohan Agate,Sales,2.8,90.15,49,6,4.0,Night,76.23,9,57.79,2025-04-28
EMP03990,Saksham Kashyap,Customer Support,4.7,16.01,28,2,2.6,Day,82.24,14,109.67,2024-12-06
EMP03991,Saksham Vora,Customer Support,2.8,39.4,25,4,3.5,Day,90.29,18,100.87,2024-11-26
EMP03992,Farhan Saraf,Sales,3.9,46.82,23,5,5.8,Night,84.51,12,98.65,2025-03-23
EMP03993,Raghav Dada,Customer Support,2.7,56.29,23,5,1.3,Day,74.76,14,111.68,2025-03-19
EMP03994,Aayush Sharaf,Customer Support,3.6,8.9,19,5,7.0,Night,72.31,10,119.55,2025-03-20
EMP03995,Lakshay Char,Customer Support,2.0,38.3,39,5,4.8,Day,92.99,17,100.23,2024-11-05
EMP03996,Vardaniya Barad,Logistics,4.6,38.88,27,6,8.1,Night,72.97,13,107.81,2025-01-01
EMP03997,Ritvik Sant,Logistics,4.9,95.89,40,8,6.1,Night,89.14,7,75.07,2025-03-14
EMP03998,Indrans Kurian,Sales,3.6,38.71,27,4,9.6,Night,78.23,13,86.76,2025-03-08
EMP03999,Lagan Barman,Sales,1.4,72.19,29,4,2.8,Night,70.73,15,52.8,2025-01-14
EMP04000,Ojas Bhandari,Sales,1.5,57.69,27,5,5.7,Day,71.26,12,118.91,2025-04-03
EMP04001,Anaya Sahni,Sales,3.5,66.63,36,5,7.8,Night,95.66,15,111.16,2025-02-23
EMP04002,Tarini Mane,Logistics,1.1,3.5,24,2,2.1,Day,95.85,23,84.36,2025-03-05
EMP04003,Jivika Sama,Logistics,1.5,93.4,31,1,1.8,Day,93.26,10,83.31,2025-01-07
EMP04004,Jayan Chand,Sales,3.3,32.97,24,8,4.9,Night,96.94,17,99.84,2025-02-13
EMP04005,Eshani Kulkarni,Sales,4.4,61.48,26,7,9.1,Night,87.81,18,75.87,2025-01-12
EMP04006,Sumer Lalla,Sales,2.0,104.58,29,7,9.4,Day,82.86,16,76.83,2025-03-22
EMP04007,Prisha Bhat,Customer Support,3.5,2.03,26,4,5.6,Day,90.58,19,57.46,2025-04-28
EMP04008,Yasmin Manne,Sales,2.3,48.95,30,4,9.0,Night,88.7,15,77.62,2024-11-26
EMP04009,Bhavin D’Alia,Sales,2.9,104.58,34,5,3.3,Night,99.28,11,52.17,2025-04-09
EMP04010,Mohanlal Garg,Sales,1.1,92.14,38,8,3.6,Night,71.75,17,88.06,2025-03-02
EMP04011,Sara Kapur,Customer Support,4.4,62.76,35,5,4.7,Night,73.94,14,64.05,2024-11-09
EMP04012,Eshani Chada,Customer Support,4.8,14.13,28,7,3.2,Day,72.77,12,59.03,2024-12-23
EMP04013,Hrishita Master,Logistics,2.3,34.19,40,7,6.7,Night,85.62,8,108.98,2025-03-21
EMP04014,Yuvraj  Krishna,Sales,4.4,54.37,33,1,5.5,Day,71.83,16,101.8,2024-11-13
EMP04015,Aaryahi Brar,Logistics,1.4,29.12,38,4,7.9,Night,99.65,20,68.3,2025-01-07
EMP04016,Myra Dube,Sales,4.8,3.6,29,5,7.8,Night,85.07,13,97.3,2025-02-13
EMP04017,Badal Sidhu,Logistics,5.0,118.95,26,2,8.7,Day,79.94,23,83.93,2025-01-09
EMP04018,Purab Gade,Sales,1.1,56.96,38,6,8.6,Night,81.13,21,86.92,2025-02-05
EMP04019,Riaan Gulati,Sales,1.6,46.46,32,4,7.1,Night,95.97,15,53.18,2025-01-28
EMP04020,Aaina Gara,Sales,3.1,77.26,32,5,6.7,Day,75.47,17,75.07,2025-03-20
EMP04021,Yakshit Aurora,Customer Support,3.2,74.65,27,3,3.1,Night,72.08,15,107.49,2025-03-02
EMP04022,Sara Bhatia,Sales,3.3,8.21,35,10,9.0,Day,99.51,13,84.18,2025-04-17
EMP04023,Prisha Majumdar,Sales,1.3,29.65,38,2,6.7,Day,96.29,17,58.25,2024-11-21
EMP04024,Rhea Sachdev,Sales,4.4,36.89,24,7,4.3,Night,92.67,19,65.15,2025-04-29
EMP04025,Yuvraj  Manne,Logistics,4.4,66.59,35,5,9.3,Night,86.62,18,64.95,2024-12-15
EMP04026,Anahi Vala,Logistics,4.2,114.79,34,4,2.0,Day,91.61,11,87.41,2024-12-09
EMP04027,Prisha Dayal,Customer Support,3.9,78.65,33,7,7.9,Day,71.89,13,87.34,2024-11-07
EMP04028,Saanvi Lad,Sales,1.1,111.22,40,3,8.1,Night,85.95,19,78.64,2025-04-10
EMP04029,Urvi Malhotra,Logistics,4.3,117.86,22,5,9.7,Night,94.39,15,77.0,2025-03-19
EMP04030,Kismat Shroff,Logistics,1.0,9.12,35,5,1.1,Night,92.98,20,92.64,2025-02-27
EMP04031,Kanav Luthra,Customer Support,1.7,63.52,36,5,5.1,Night,84.34,15,85.14,2025-02-19
EMP04032,Divit Gokhale,Customer Support,1.5,40.88,38,2,6.2,Day,75.26,17,93.41,2025-04-03
EMP04033,Jayan Cherian,Customer Support,3.9,38.01,28,4,2.3,Night,82.17,10,69.31,2025-03-03
EMP04034,Sana Ghose,Sales,1.7,33.21,30,3,2.7,Night,98.65,8,57.58,2025-04-11
EMP04035,Shanaya Raman,Customer Support,3.5,31.51,29,5,8.9,Day,94.77,11,85.25,2025-04-13
EMP04036,Onkar Chander,Sales,1.5,63.24,26,6,9.0,Day,84.05,15,75.19,2025-03-05
EMP04037,Raunak Bora,Customer Support,3.7,118.57,33,5,2.0,Day,78.96,14,74.77,2024-12-05
EMP04038,Manikya Luthra,Sales,4.6,58.92,26,5,9.5,Day,90.89,13,68.71,2024-12-17
EMP04039,Mishti Din,Logistics,4.1,79.73,21,5,8.2,Night,78.2,11,110.81,2024-11-07
EMP04040,Renee Salvi,Sales,2.2,64.04,22,4,8.3,Night,82.94,12,62.69,2024-12-15
EMP04041,Chirag Goel,Sales,3.9,107.33,34,4,2.0,Night,76.63,14,76.83,2025-04-04
EMP04042,Sara Kant,Customer Support,5.0,26.65,31,4,8.8,Day,85.39,17,50.21,2025-03-09
EMP04043,Aarav Ratti,Sales,3.7,13.23,28,1,1.7,Night,87.32,20,99.38,2025-01-15
EMP04044,Aarna Mall,Sales,1.5,53.48,35,5,4.3,Day,76.62,13,103.27,2025-02-24
EMP04045,Ritvik Rout,Logistics,3.2,70.16,26,5,3.7,Night,94.65,17,67.46,2024-11-27
EMP04046,Uthkarsh Shenoy,Logistics,2.7,19.49,32,8,5.6,Night,86.87,20,110.64,2025-01-24
EMP04047,Neelofar Khatri,Customer Support,1.8,75.67,32,3,8.0,Day,96.94,17,56.85,2024-11-11
EMP04048,Pari Biswas,Customer Support,1.7,31.54,22,3,3.7,Night,81.78,16,74.61,2025-04-25
EMP04049,Zaina Dash,Customer Support,4.2,11.78,32,5,1.5,Day,89.67,17,76.24,2024-12-27
EMP04050,Shaan Rastogi,Logistics,1.6,110.03,35,4,9.7,Day,95.83,21,80.2,2025-01-17
EMP04051,Prerak Vyas,Logistics,4.8,6.07,39,7,8.6,Day,84.03,13,99.71,2025-01-09
EMP04052,Darshit Ahuja,Sales,4.7,6.9,29,6,8.2,Night,89.3,15,99.27,2025-01-28
EMP04053,Anay Sane,Customer Support,4.6,118.2,32,2,5.2,Night,91.61,21,60.7,2024-11-12
EMP04054,Jayesh Kannan,Customer Support,1.7,42.67,17,5,5.3,Day,88.13,15,62.3,2024-11-22
EMP04055,Navya Srivastava,Customer Support,2.6,68.58,25,3,2.0,Night,80.86,15,73.84,2024-11-07
EMP04056,Parinaaz Bala,Logistics,2.9,23.72,26,4,5.2,Day,98.42,12,101.24,2025-03-06
