Customer ID,Customer Name,Gender,Age,Location,Total Orders,Average Basket Size (₹),Total Spend (₹),Preferred Category,Last Purchase Date,Days Since Last Purchase,Engagement Score (1-100),Customer Rating (1 to 5 stars)
CUST05342,Nirvi Dora,Male,21,Ahmedabad,8,2186.1,17488.8,Home,2025-01-17,103,20,3.3
CUST05343,Ira Kunda,Female,69,Hyderabad,8,3257.15,26057.2,Sports,2024-10-13,199,68,2.6
CUST05344,Renee Vig,Other,28,Pune,10,760.89,7608.9,Home,2024-08-05,268,60,2.9
CUST05345,Aniruddh Wadhwa,Male,48,Ahmedabad,9,3610.95,32498.55,Grocery,2025-02-01,88,46,2.3
CUST05346,Abram Ramaswamy,Male,60,Mumbai,6,4020.29,24121.74,Books,2024-10-07,205,33,4.2
CUST05347,Himmat Dhar,Male,49,Delhi,16,2288.49,36615.84,Electronics,2024-10-05,207,31,2.5
CUST05348,Bhamini Anne,Female,44,Jaipur,5,1285.77,6428.85,Home,2024-12-07,144,34,4.2
CUST05349,Parinaaz Dasgupta,Male,47,Bangalore,13,629.68,8185.84,Home,2024-10-08,204,22,1.3
CUST05350,Veer Madan,Female,60,Pune,9,3367.61,30308.49,Home,2024-10-17,195,30,2.1
CUST05351,Zaina Sankaran,Male,19,Bangalore,8,1710.47,13683.76,Beauty,2024-08-06,267,5,2.6
CUST05352,Hunar Saxena,Other,66,Pune,11,2587.5,28462.5,Electronics,2024-10-05,207,41,2.6
CUST05353,Myra Das,Female,26,Lucknow,8,2238.6,17908.8,Grocery,2025-03-17,44,45,2.8
CUST05354,Advik Iyengar,Male,45,Chennai,11,1286.98,14156.78,Fashion,2025-04-05,25,87,3.6
CUST05355,Raghav Batra,Female,48,Chennai,15,2787.66,41814.9,Sports,2025-01-29,91,61,3.3
CUST05356,Vivaan Bandi,Male,51,Lucknow,15,2568.17,38522.55,Sports,2024-11-14,167,13,3.1
CUST05357,Divyansh Kalla,Other,32,Kolkata,8,3308.66,26469.28,Electronics,2024-09-07,235,9,4.4
CUST05358,Aarav Choudhry,Other,65,Lucknow,8,1633.48,13067.84,Home,2025-04-18,12,78,1.8
CUST05359,Inaaya  Yohannan,Other,42,Mumbai,5,1465.88,7329.4,Electronics,2024-11-29,152,81,4.4
CUST05360,Jayesh Goda,Male,53,Chennai,12,4164.55,49974.6,Books,2024-10-15,197,35,4.2
CUST05361,Amira Saini,Female,25,Delhi,9,3659.87,32938.83,Sports,2025-01-06,114,18,1.8
CUST05362,Jayant Kumer,Female,26,Chennai,15,3974.93,59623.95,Home,2024-12-09,142,12,3.5
CUST05363,Veer Uppal,Other,54,Mumbai,12,1054.8,12657.6,Electronics,2024-11-29,152,41,1.9
CUST05364,Bhamini Jayaraman,Other,65,Bangalore,7,1508.18,10557.26,Electronics,2024-12-17,134,16,4.8
CUST05365,Mohanlal Gade,Other,62,Kolkata,11,3089.89,33988.79,Beauty,2025-03-12,49,94,3.0
CUST05366,Aaryahi Gade,Male,56,Pune,11,4357.41,47931.51,Grocery,2025-04-09,21,13,1.8
CUST05367,Sara Sane,Female,49,Chennai,15,4514.52,67717.8,Sports,2025-02-18,71,18,3.5
CUST05368,Eshani Banerjee,Male,69,Chennai,9,4243.59,38192.31,Home,2025-03-28,33,76,3.8
CUST05369,Shayak Babu,Other,34,Delhi,11,695.29,7648.19,Home,2024-04-30,365,98,3.4
CUST05370,Indrans Sura,Other,52,Bangalore,16,4193.96,67103.36,Books,2024-05-01,364,51,2.0
CUST05371,Anahita Rout,Male,54,Chennai,10,4545.91,45459.1,Home,2024-12-11,140,33,3.9
CUST05372,Aniruddh Khatri,Other,36,Ahmedabad,4,755.37,3021.48,Electronics,2024-05-30,335,70,4.7
CUST05373,Vritika Iyengar,Female,61,Bangalore,15,2373.26,35598.9,Beauty,2025-03-21,40,82,4.8
CUST05374,Vedika Desai,Other,46,Pune,10,2914.75,29147.5,Sports,2024-07-24,280,67,3.7
CUST05375,Alia Barman,Female,24,Jaipur,11,1547.38,17021.18,Electronics,2025-03-04,57,54,4.4
CUST05376,Shray Dutta,Other,45,Bangalore,8,2825.09,22600.72,Beauty,2024-12-04,147,6,4.9
CUST05377,Vedika Jha,Male,26,Mumbai,6,4486.8,26920.8,Sports,2024-05-07,358,36,1.2
CUST05378,Renee Bali,Other,45,Pune,7,4401.24,30808.68,Books,2024-09-21,221,55,2.9
CUST05379,Devansh Goel,Other,23,Lucknow,8,4729.27,37834.16,Beauty,2024-07-24,280,50,2.2
CUST05380,Biju Ganesan,Male,46,Pune,7,2678.49,18749.43,Fashion,2024-08-28,245,86,2.9
CUST05381,Taran Bir,Other,34,Lucknow,5,2347.55,11737.75,Beauty,2024-07-02,302,71,4.7
CUST05382,Seher Bahri,Male,33,Lucknow,11,3496.05,38456.55,Home,2024-05-15,350,94,4.9
CUST05383,Bhamini Gara,Male,40,Kolkata,11,2375.42,26129.62,Books,2024-06-05,329,66,4.6
CUST05384,Amani Bir,Female,48,Kolkata,6,688.75,4132.5,Beauty,2024-11-05,176,96,1.8
CUST05385,Hridaan Andra,Other,20,Pune,9,3739.65,33656.85,Books,2024-12-06,145,15,4.2
CUST05386,Dharmajan Ray,Other,38,Hyderabad,10,1764.43,17644.3,Home,2024-09-20,222,22,4.3
CUST05387,Shalv Sahota,Other,43,Ahmedabad,9,720.88,6487.92,Grocery,2024-12-29,122,49,3.3
CUST05388,Pranay Dugal,Female,53,Chennai,22,592.79,13041.38,Fashion,2024-10-09,203,38,3.9
CUST05389,Anahita Sankar,Other,59,Lucknow,10,4691.13,46911.3,Electronics,2024-12-27,124,8,4.6
CUST05390,Divyansh Warrior,Female,54,Chennai,9,1634.34,14709.06,Books,2024-12-20,131,8,5.0
CUST05391,Damini Maharaj,Female,39,Pune,7,2515.55,17608.85,Grocery,2024-06-02,332,100,1.2
CUST05392,Samar Manne,Other,59,Kolkata,9,4777.59,42998.31,Electronics,2024-05-25,340,84,2.0
CUST05393,Sana Bhagat,Other,29,Ahmedabad,11,2603.83,28642.13,Grocery,2024-11-22,159,37,4.7
CUST05394,Pihu Atwal,Male,59,Mumbai,7,853.74,5976.18,Fashion,2024-10-15,197,72,2.3
CUST05395,Samaira Gaba,Female,30,Hyderabad,14,2983.71,41771.94,Electronics,2024-10-01,211,78,1.4
CUST05396,Gokul Tripathi,Female,28,Jaipur,14,896.89,12556.46,Home,2024-07-07,297,84,2.3
CUST05397,Shayak Shanker,Female,33,Delhi,14,927.9,12990.6,Fashion,2024-09-14,228,99,3.1
CUST05398,Nakul Kibe,Female,25,Kolkata,8,4331.65,34653.2,Books,2025-04-18,12,25,2.5
CUST05399,Bhavin Garde,Female,57,Kolkata,13,1802.4,23431.2,Fashion,2025-02-24,65,82,4.2
CUST05400,Amira Sathe,Male,57,Ahmedabad,20,3554.02,71080.4,Sports,2025-01-09,111,54,3.4
CUST05401,Taimur Rana,Male,62,Lucknow,4,2790.16,11160.64,Electronics,2024-05-13,352,21,2.7
CUST05402,Zoya Shetty,Female,19,Kolkata,9,1500.47,13504.23,Electronics,2025-03-31,30,59,5.0
CUST05403,Yuvraj  Chopra,Other,47,Lucknow,11,2830.19,31132.09,Beauty,2024-12-25,126,31,4.5
CUST05404,Saira Shanker,Other,47,Mumbai,9,810.47,7294.23,Grocery,2024-06-06,328,6,4.4
CUST05405,Hiran Boase,Other,29,Bangalore,4,2062.46,8249.84,Sports,2025-03-12,49,42,3.3
CUST05406,Taran Sani,Other,27,Jaipur,9,2852.76,25674.84,Books,2024-11-21,160,52,4.1
CUST05407,Anay Bains,Female,61,Bangalore,11,1527.77,16805.47,Electronics,2024-11-18,163,47,2.3
CUST05408,Ivan Baral,Other,28,Ahmedabad,7,3470.85,24295.95,Fashion,2024-12-26,125,84,2.3
CUST05409,Dharmajan Ganguly,Other,32,Lucknow,6,733.15,4398.9,Sports,2024-08-13,260,28,4.6
CUST05410,Yakshit Desai,Female,33,Jaipur,11,2681.64,29498.04,Sports,2025-02-15,74,36,3.4
CUST05411,Yashvi Dar,Other,34,Hyderabad,19,3717.48,70632.12,Electronics,2024-06-25,309,40,2.4
CUST05412,Hunar Talwar,Other,43,Lucknow,8,2434.76,19478.08,Fashion,2025-04-11,19,90,4.4
CUST05413,Anahita Rege,Other,19,Bangalore,6,4435.64,26613.84,Home,2024-05-31,334,13,2.8
CUST05414,Vihaan Bakshi,Other,67,Bangalore,13,3344.87,43483.31,Electronics,2025-01-09,111,49,2.6
CUST05415,Pari Chaudhuri,Male,29,Chennai,16,4813.22,77011.52,Fashion,2024-11-25,156,4,1.1
CUST05416,Jayan Seth,Male,68,Mumbai,7,1778.55,12449.85,Beauty,2024-07-19,285,98,3.7
CUST05417,Rasha Khosla,Male,43,Delhi,9,4724.55,42520.95,Fashion,2024-10-20,192,64,3.1
CUST05418,Ishita Hegde,Other,40,Ahmedabad,9,3230.7,29076.3,Grocery,2024-08-21,252,98,2.2
CUST05419,Biju Tella,Other,35,Bangalore,4,3853.31,15413.24,Sports,2024-05-24,341,80,1.6
CUST05420,Rhea Ravi,Female,49,Chennai,11,4559.73,50157.03,Books,2024-11-30,151,23,1.7
CUST05421,Shray Bajaj,Other,66,Pune,18,2980.39,53647.02,Beauty,2025-02-15,74,58,1.9
CUST05422,Mahika Zacharia,Female,55,Kolkata,11,4379.81,48177.91,Books,2025-03-11,50,87,4.5
CUST05423,Jayan Gour,Other,64,Bangalore,13,2937.64,38189.32,Books,2024-12-21,130,15,2.9
CUST05424,Zeeshan Vyas,Male,20,Pune,11,3196.4,35160.4,Beauty,2024-08-20,253,89,3.8
CUST05425,Prerak Choudhury,Other,55,Mumbai,9,2502.94,22526.46,Beauty,2024-12-12,139,93,2.8
CUST05426,Gokul Sekhon,Other,20,Bangalore,9,1155.37,10398.33,Sports,2024-07-23,281,100,2.9
CUST05427,Vedika Kaul,Male,47,Hyderabad,5,2990.76,14953.8,Books,2024-12-22,129,79,4.3
CUST05428,Indranil Mahajan,Other,18,Bangalore,6,4898.52,29391.12,Books,2024-12-09,142,99,4.1
CUST05429,Indrajit Kara,Other,47,Ahmedabad,10,4042.34,40423.4,Electronics,2024-09-05,237,46,1.9
CUST05430,Saira Badal,Other,62,Ahmedabad,11,3863.74,42501.14,Beauty,2025-01-13,107,39,3.5
CUST05431,Anaya Tak,Other,49,Delhi,12,3394.89,40738.68,Beauty,2024-10-18,194,47,3.7
CUST05432,Hazel Comar,Female,45,Bangalore,9,2065.59,18590.31,Books,2025-01-05,115,37,2.6
CUST05433,Uthkarsh Jani,Other,38,Hyderabad,12,1263.27,15159.24,Fashion,2024-08-01,272,41,1.3
CUST05434,Riaan Sandal,Male,63,Hyderabad,16,1510.48,24167.68,Electronics,2024-06-24,310,92,2.5
CUST05435,Ahana  Khosla,Female,30,Kolkata,13,528.45,6869.85,Fashion,2025-03-10,51,45,2.4
CUST05436,Hazel Sachar,Other,44,Delhi,10,3530.66,35306.6,Books,2024-09-17,225,30,3.8
CUST05437,Shanaya Talwar,Female,53,Hyderabad,13,4153.45,53994.85,Books,2024-10-16,196,71,4.2
CUST05438,Seher Gandhi,Other,24,Bangalore,8,1710.1,13680.8,Books,2025-04-17,13,68,2.6
CUST05439,Ira Soman,Other,39,Jaipur,9,913.33,8219.97,Fashion,2024-11-25,156,7,3.6
CUST05440,Madhup Bains,Other,27,Chennai,8,2010.77,16086.16,Electronics,2024-10-18,194,97,3.6
CUST05441,Kanav Hora,Other,56,Mumbai,14,1814.23,25399.22,Grocery,2024-10-14,198,47,3.6
CUST05442,Zeeshan Sibal,Female,32,Pune,10,2528.94,25289.4,Beauty,2024-07-04,300,47,3.2
CUST05443,Shlok Chopra,Other,32,Bangalore,10,1688.46,16884.6,Grocery,2024-05-18,347,82,3.5
CUST05444,Sara Arya,Other,21,Chennai,5,2028.8,10144.0,Fashion,2024-06-27,307,79,4.5
CUST05445,Aniruddh Bhakta,Other,49,Delhi,9,4584.0,41256.0,Fashion,2024-12-31,120,99,4.7
CUST05446,Krish Sampath,Female,40,Pune,14,2006.76,28094.64,Books,2024-11-06,175,60,1.4
CUST05447,Urvi Kapur,Female,23,Jaipur,18,4034.83,72626.94,Sports,2024-10-09,203,5,1.0
CUST05448,Piya Kar,Male,41,Kolkata,9,3316.25,29846.25,Books,2025-01-07,113,48,3.1
CUST05449,Nitya Sarraf,Other,37,Hyderabad,9,2018.92,18170.28,Sports,2025-03-19,42,87,2.7
CUST05450,Mehul Bains,Male,54,Pune,15,4180.05,62700.75,Grocery,2025-04-01,29,74,2.8
CUST05451,Aniruddh Karnik,Male,37,Kolkata,9,3177.84,28600.56,Electronics,2024-09-01,241,89,2.8
CUST05452,Trisha Ghosh,Female,29,Pune,9,538.78,4849.02,Books,2025-01-16,104,22,4.6
CUST05453,Uthkarsh Bala,Male,50,Hyderabad,10,809.28,8092.8,Home,2024-12-03,148,95,3.5
CUST05454,Saira Som,Male,45,Delhi,11,3886.88,42755.68,Sports,2024-05-27,338,23,2.8
CUST05455,Riaan Arora,Other,25,Kolkata,9,2509.38,22584.42,Beauty,2025-01-11,109,92,2.8
CUST05456,Zara Rajan,Male,18,Bangalore,13,2324.79,30222.27,Beauty,2024-07-31,273,45,4.4
CUST05457,Kiaan Ganguly,Male,54,Chennai,14,1156.22,16187.08,Beauty,2025-04-28,2,79,1.9
CUST05458,Divyansh Wali,Female,39,Bangalore,6,1207.93,7247.58,Beauty,2025-04-08,22,52,1.1
CUST05459,Hiran Walia,Male,23,Kolkata,19,4089.89,77707.91,Books,2024-07-25,279,71,2.9
CUST05460,Nishith Varkey,Female,38,Chennai,14,4230.58,59228.12,Sports,2024-06-26,308,46,4.8
CUST05461,Parinaaz Bala,Other,49,Ahmedabad,8,3020.01,24160.08,Beauty,2024-05-17,348,38,4.3
CUST05462,Yuvaan Roy,Female,52,Kolkata,3,1828.08,5484.24,Books,2024-06-02,332,40,2.6
CUST05463,Gatik Kulkarni,Male,32,Lucknow,7,4697.15,32880.05,Home,2025-03-27,34,15,1.7
CUST05464,Anika Ganguly,Male,22,Kolkata,4,3307.83,13231.32,Fashion,2025-03-19,42,69,3.3
CUST05465,Divij Ramaswamy,Other,63,Jaipur,11,4084.89,44933.79,Grocery,2024-06-21,313,12,4.5
CUST05466,Khushi Verma,Female,67,Delhi,9,514.77,4632.93,Sports,2025-03-22,39,77,3.9
CUST05467,Tejas De,Male,65,Chennai,6,2526.44,15158.64,Fashion,2025-04-01,29,67,3.2
CUST05468,Darshit Bhardwaj,Other,23,Pune,7,4419.27,30934.89,Sports,2024-09-11,231,57,3.9
CUST05469,Piya Deep,Male,42,Lucknow,12,2022.05,24264.6,Sports,2025-01-10,110,19,4.9
CUST05470,Eva Tank,Female,63,Mumbai,7,3769.48,26386.36,Beauty,2024-12-13,138,90,3.2
CUST05471,Sara Dara,Female,57,Hyderabad,14,3459.54,48433.56,Sports,2024-06-08,326,30,3.2
CUST05472,Hunar Dhar,Male,46,Lucknow,11,1184.98,13034.78,Sports,2024-07-07,297,92,2.9
CUST05473,Vritika Butala,Other,24,Bangalore,4,3987.07,15948.28,Home,2024-10-27,185,79,3.3
CUST05474,Tara Chowdhury,Other,57,Hyderabad,11,1006.37,11070.07,Fashion,2025-04-25,5,18,3.5
CUST05475,Priyansh Zachariah,Other,30,Chennai,14,3775.61,52858.54,Electronics,2024-09-11,231,63,1.8
CUST05476,Kartik Chaudhary,Other,55,Chennai,9,4959.36,44634.24,Beauty,2024-10-04,208,7,3.3
CUST05477,Anahita Rastogi,Male,35,Chennai,9,4810.92,43298.28,Electronics,2024-12-12,139,60,1.1
CUST05478,Veer Mall,Other,19,Jaipur,8,4101.09,32808.72,Sports,2024-07-25,279,78,4.8
CUST05479,Yakshit Rattan,Other,25,Mumbai,10,2905.33,29053.3,Grocery,2025-04-28,2,88,1.2
CUST05480,Piya Khare,Other,28,Lucknow,8,3536.71,28293.68,Books,2024-05-02,363,63,4.8
CUST05481,Oorja Choudhary,Female,50,Lucknow,10,3776.49,37764.9,Home,2024-11-17,164,57,4.9
CUST05482,Trisha Kapadia,Male,55,Kolkata,14,537.81,7529.34,Home,2025-01-16,104,88,3.1
CUST05483,Aniruddh Chhabra,Other,65,Delhi,12,960.65,11527.8,Fashion,2024-11-12,169,75,2.3
CUST05484,Adira Kade,Other,44,Hyderabad,8,3186.77,25494.16,Electronics,2024-05-15,350,39,1.7
CUST05485,Ishaan Kar,Female,37,Bangalore,14,529.41,7411.74,Beauty,2024-11-05,176,43,1.6
CUST05486,Mishti Samra,Other,29,Pune,9,4590.08,41310.72,Sports,2024-12-31,120,56,2.0
CUST05487,Eva Chander,Other,60,Hyderabad,13,2703.48,35145.24,Sports,2024-07-30,274,10,2.9
CUST05488,Aaina Randhawa,Male,48,Mumbai,10,1659.95,16599.5,Grocery,2024-12-08,143,97,4.0
CUST05489,Hunar Raj,Female,44,Hyderabad,10,2272.2,22722.0,Beauty,2025-02-21,68,20,2.6
CUST05490,Indrans Madan,Female,49,Ahmedabad,9,4328.49,38956.41,Sports,2024-10-07,205,64,4.1
CUST05491,Manikya Badal,Female,27,Kolkata,5,4672.37,23361.85,Home,2024-11-18,163,39,3.3
CUST05492,Raunak Kuruvilla,Other,20,Delhi,5,1023.06,5115.3,Fashion,2024-10-12,200,86,1.1
CUST05493,Zain Karnik,Female,62,Chennai,13,4000.82,52010.66,Fashion,2025-01-27,93,99,1.5
CUST05494,Shaan Sood,Other,44,Kolkata,14,3102.02,43428.28,Electronics,2024-07-16,288,28,3.3
CUST05495,Indranil Verma,Male,52,Bangalore,18,3134.76,56425.68,Fashion,2025-02-12,77,100,1.6
CUST05496,Mahika Bhatia,Male,48,Kolkata,13,4007.53,52097.89,Electronics,2024-09-25,217,30,3.4
CUST05497,Aradhya Kar,Other,32,Bangalore,17,1502.8,25547.6,Fashion,2025-01-31,89,58,2.8
CUST05498,Taran Madan,Female,33,Ahmedabad,10,2889.7,28897.0,Electronics,2025-03-08,53,70,3.8
CUST05499,Mannat Raj,Male,30,Ahmedabad,8,1937.09,15496.72,Beauty,2025-02-10,79,62,2.2
CUST05500,Nehmat Karpe,Other,66,Kolkata,9,925.31,8327.79,Electronics,2024-11-24,157,1,4.3
CUST05501,Zaina Chanda,Female,52,Pune,7,972.86,6810.02,Home,2025-01-11,109,68,2.6
CUST05502,Eva Jaggi,Male,69,Mumbai,14,1114.12,15597.68,Grocery,2025-02-24,65,25,4.2
CUST05503,Nishith Karan,Other,28,Ahmedabad,8,3267.05,26136.4,Electronics,2025-02-02,87,39,1.1
CUST05504,Madhav Brahmbhatt,Other,38,Kolkata,9,976.24,8786.16,Grocery,2025-01-06,114,11,2.6
CUST05505,Farhan Gera,Other,68,Bangalore,15,3065.47,45982.05,Home,2024-11-03,178,59,1.9
CUST05506,Arhaan Kumar,Other,28,Bangalore,8,3147.34,25178.72,Books,2024-06-12,322,37,2.8
CUST05507,Krish Varty,Female,47,Kolkata,10,4567.53,45675.3,Grocery,2025-01-29,91,76,4.8
CUST05508,Nitya Balan,Other,65,Jaipur,14,3318.69,46461.66,Books,2024-06-11,323,29,1.6
CUST05509,Devansh Butala,Other,52,Delhi,9,4935.15,44416.35,Home,2024-09-16,226,98,1.4
CUST05510,Biju Johal,Other,39,Pune,10,639.47,6394.7,Home,2024-08-22,251,82,1.2
CUST05511,Adah Keer,Other,55,Delhi,9,3668.66,33017.94,Beauty,2025-02-16,73,9,1.5
CUST05512,Bhavin Chauhan,Male,48,Chennai,11,619.16,6810.76,Sports,2024-06-25,309,46,1.2
CUST05513,Sara Kala,Other,31,Delhi,6,3782.2,22693.2,Books,2025-04-09,21,76,3.7
CUST05514,Dhanush Randhawa,Male,41,Kolkata,11,2236.33,24599.63,Grocery,2024-09-12,230,9,1.5
CUST05515,Baiju Barad,Female,67,Mumbai,9,3250.88,29257.92,Home,2024-07-05,299,65,1.8
CUST05516,Mishti Gala,Female,66,Bangalore,15,1892.92,28393.8,Books,2025-03-24,37,71,3.6
CUST05517,Vivaan Golla,Male,49,Chennai,12,1215.97,14591.64,Electronics,2024-08-05,268,42,2.8
CUST05518,Aaryahi Bahl,Other,53,Bangalore,10,3755.81,37558.1,Sports,2024-05-27,338,34,1.2
CUST05519,Manjari Bakshi,Male,49,Lucknow,11,4570.79,50278.69,Electronics,2024-12-30,121,96,4.9
CUST05520,Arhaan Rana,Male,32,Jaipur,12,1326.12,15913.44,Electronics,2025-02-08,81,28,3.4
CUST05521,Anvi Randhawa,Male,60,Kolkata,16,4643.16,74290.56,Fashion,2024-06-09,325,90,3.5
CUST05522,Vardaniya Singhal,Other,52,Pune,12,1130.82,13569.84,Books,2024-05-15,350,100,4.4
CUST05523,Aniruddh Sarkar,Other,20,Mumbai,10,3810.48,38104.8,Beauty,2024-06-28,306,61,4.6
CUST05524,Vivaan Sandhu,Male,33,Pune,10,4817.5,48175.0,Books,2024-06-17,317,40,1.2
CUST05525,Dhanuk Sethi,Female,22,Kolkata,15,1163.17,17447.55,Books,2024-06-22,312,54,1.3
CUST05526,Myra Sem,Male,38,Kolkata,10,2457.91,24579.1,Home,2024-12-02,149,59,4.1
CUST05527,Arhaan Uppal,Female,27,Mumbai,9,2018.56,18167.04,Home,2025-04-17,13,78,3.8
CUST05528,Diya Bhardwaj,Female,36,Ahmedabad,6,2248.15,13488.9,Beauty,2024-04-29,366,45,1.9
CUST05529,Tushar Dalal,Other,42,Kolkata,10,3889.13,38891.3,Sports,2024-07-26,278,95,2.3
CUST05530,Yasmin Sandhu,Female,21,Ahmedabad,10,3475.35,34753.5,Grocery,2025-01-22,98,80,3.4
CUST05531,Advik Babu,Male,46,Delhi,16,4859.09,77745.44,Books,2024-12-27,124,39,4.2
CUST05532,Navya Dyal,Male,36,Lucknow,14,1334.66,18685.24,Books,2024-10-18,194,42,3.4
CUST05533,Vedika Bobal,Other,60,Pune,11,2944.67,32391.37,Books,2024-08-25,248,11,4.2
CUST05534,Adira Sarkar,Female,19,Jaipur,19,2521.07,47900.33,Home,2024-05-13,352,75,1.9
CUST05535,Jivin Agate,Male,27,Chennai,14,4634.85,64887.9,Beauty,2025-02-10,79,38,2.3
CUST05536,Nitya Chaudry,Female,60,Pune,7,547.79,3834.53,Books,2025-04-27,3,57,1.4
CUST05537,Hazel Chander,Female,42,Chennai,8,4951.27,39610.16,Beauty,2024-08-19,254,12,4.9
CUST05538,Kavya Chand,Other,37,Jaipur,13,2658.8,34564.4,Books,2025-04-28,2,42,4.2
CUST05539,Nayantara Trivedi,Male,65,Chennai,13,3314.93,43094.09,Home,2025-04-15,15,63,3.9
CUST05540,Diya Anand,Male,36,Delhi,10,2120.24,21202.4,Electronics,2024-12-05,146,9,1.8
CUST05541,Jhanvi Thakkar,Male,40,Bangalore,7,4336.37,30354.59,Books,2024-05-25,340,22,3.8
CUST05542,Onkar Toor,Female,41,Kolkata,15,3028.95,45434.25,Grocery,2024-12-12,139,38,4.4
CUST05543,Ehsaan Halder,Other,28,Jaipur,10,3482.65,34826.5,Fashion,2024-09-10,232,73,4.2
CUST05544,Yuvaan Ray,Male,63,Kolkata,14,3420.07,47880.98,Books,2024-07-20,284,57,4.0
CUST05545,Riya Wadhwa,Other,51,Delhi,8,2137.92,17103.36,Home,2024-10-28,184,67,2.5
CUST05546,Zain Lala,Other,45,Bangalore,6,841.96,5051.76,Books,2024-11-09,172,99,4.1
CUST05547,Hridaan Swamy,Other,22,Mumbai,14,4134.68,57885.52,Sports,2024-10-04,208,30,2.9
CUST05548,Miraya Dube,Female,22,Chennai,12,1803.72,21644.64,Electronics,2025-03-15,46,26,2.6
CUST05549,Jiya Gokhale,Female,68,Lucknow,4,4320.19,17280.76,Home,2024-07-16,288,72,4.9
CUST05550,Ishaan Bhargava,Other,38,Ahmedabad,16,3238.89,51822.24,Grocery,2025-03-30,31,54,1.6
CUST05551,Rohan Rege,Other,29,Hyderabad,16,2091.67,33466.72,Home,2024-08-08,265,32,4.5
CUST05552,Neysa Sawhney,Female,67,Jaipur,8,3174.11,25392.88,Electronics,2025-03-11,50,22,2.3
CUST05553,Jivika Borra,Male,21,Lucknow,13,3404.72,44261.36,Electronics,2024-05-18,347,8,3.1
CUST05554,Indrans Malhotra,Other,66,Pune,14,3680.08,51521.12,Books,2024-06-10,324,66,2.5
CUST05555,Vaibhav Dey,Female,59,Kolkata,15,4200.52,63007.8,Fashion,2024-07-01,303,14,3.0
CUST05556,Nitya Dave,Other,37,Mumbai,14,1218.9,17064.6,Home,2024-11-05,176,5,4.3
CUST05557,Kiara Dubey,Male,55,Pune,7,4748.65,33240.55,Home,2024-10-12,200,13,1.7
CUST05558,Shalv Seshadri,Male,42,Ahmedabad,13,2348.78,30534.14,Sports,2024-09-08,234,87,4.0
CUST05559,Jhanvi Trivedi,Other,31,Mumbai,7,4372.03,30604.21,Fashion,2024-10-10,202,77,2.8
CUST05560,Urvi Bali,Male,28,Delhi,14,1492.16,20890.24,Books,2024-07-27,277,83,4.7
CUST05561,Tanya Chowdhury,Other,49,Pune,10,630.63,6306.3,Fashion,2024-07-21,283,24,3.2
CUST05562,Anahita Rau,Male,28,Pune,13,3080.05,40040.65,Electronics,2025-02-26,63,35,1.2
CUST05563,Jivika Sha,Female,35,Chennai,9,1961.0,17649.0,Beauty,2025-01-02,118,78,4.6
CUST05564,Zaina Sachdeva,Other,44,Mumbai,12,4930.08,59160.96,Sports,2024-06-27,307,68,4.7
CUST05565,Jayesh Dhar,Other,35,Lucknow,10,970.04,9700.4,Books,2024-05-11,354,26,1.7
CUST05566,Bhamini Sekhon,Female,40,Chennai,12,712.86,8554.32,Home,2024-10-22,190,74,4.9
CUST05567,Pihu Dora,Male,28,Ahmedabad,10,702.58,7025.8,Beauty,2024-06-03,331,38,2.8
CUST05568,Vardaniya Chandra,Female,38,Kolkata,16,1475.93,23614.88,Books,2024-07-20,284,34,4.7
CUST05569,Purab Buch,Male,61,Chennai,7,3106.36,21744.52,Beauty,2024-11-13,168,34,2.5
CUST05570,Vardaniya Yadav,Male,22,Ahmedabad,15,2775.04,41625.6,Fashion,2024-12-22,129,19,1.1
CUST05571,Kanav Sehgal,Other,40,Mumbai,9,2075.34,18678.06,Books,2024-07-31,273,3,4.2
CUST05572,Veer Guha,Female,58,Jaipur,3,899.57,2698.71,Books,2025-01-11,109,36,4.5
CUST05573,Madhup Apte,Female,42,Ahmedabad,11,1551.82,17070.02,Electronics,2024-10-21,191,4,1.7
CUST05574,Renee Gandhi,Female,58,Bangalore,11,1328.66,14615.26,Electronics,2024-07-31,273,26,3.2
CUST05575,Nirvi Kala,Female,27,Ahmedabad,9,3855.5,34699.5,Sports,2025-01-05,115,75,4.3
CUST05576,Lakshit Wadhwa,Male,39,Chennai,13,4009.76,52126.88,Beauty,2024-05-12,353,3,2.8
CUST05577,Jayesh Dhingra,Other,36,Kolkata,12,3996.56,47958.72,Sports,2024-08-04,269,49,4.2
CUST05578,Jivika Soman,Other,18,Mumbai,7,4860.68,34024.76,Home,2025-04-11,19,9,3.6
CUST05579,Eshani Rau,Female,24,Pune,13,4479.07,58227.91,Fashion,2025-03-22,39,46,3.9
CUST05580,Arhaan Singhal,Other,21,Chennai,8,2740.12,21920.96,Beauty,2024-08-25,248,66,4.7
CUST05581,Hansh Dhillon,Other,18,Ahmedabad,14,2367.21,33140.94,Sports,2024-09-14,228,14,2.7
CUST05582,Hridaan Kala,Male,32,Mumbai,17,4620.96,78556.32,Books,2024-08-16,257,3,4.1
CUST05583,Anvi Badami,Male,57,Lucknow,16,3250.51,52008.16,Fashion,2024-09-15,227,2,3.9
CUST05584,Aniruddh Kothari,Other,29,Delhi,12,1824.79,21897.48,Home,2024-09-18,224,86,2.8
CUST05585,Onkar Ratta,Female,39,Chennai,11,3040.09,33440.99,Fashion,2024-08-03,270,93,2.5
